36,-9,157,48,142,84,21,25
757,94,840,56,854,92,772,130
258,204,333,200,334,215,259,219
827,57,876,35,890,72,841,94
215,270,281,266,281,281,216,284
280,284,317,282,318,296,280,298
224,287,275,284,275,298,225,300
264,227,333,221,334,238,265,244
268,245,340,239,341,254,269,260
93,277,137,273,138,286,94,290
212,188,251,185,251,201,213,203
299,184,342,182,343,198,299,200
220,246,262,244,263,258,221,259
209,312,261,310,261,326,210,328
263,309,304,308,304,322,263,323
286,266,324,263,325,279,287,282
228,227,267,226,268,240,228,242
222,206,254,204,255,217,222,218
82,312,122,308,124,333,84,338
91,252,128,249,130,264,92,267
122,306,150,303,153,328,124,332
250,186,300,185,300,201,251,202
148,304,174,299,178,321,151,326
