991,197,1129,186,1131,224,994,235
1131,192,1234,178,1237,201,1133,216
976,258,1072,253,1072,270,977,275
1084,250,1145,245,1147,265,1085,270
937,208,989,202,993,235,940,241
1176,319,1241,322,1240,335,1175,332
1106,315,1170,317,1170,333,1105,331
1093,282,1134,281,1134,303,1093,303
1037,281,1092,280,1092,301,1038,302
996,372,1050,377,1049,393,995,389
1025,316,1078,316,1078,330,1025,331
1050,377,1109,380,1109,396,1049,393
999,282,1034,281,1034,301,1000,302
1112,378,1151,381,1150,398,1111,395
1074,316,1110,316,1110,331,1074,330
966,373,996,374,995,389,966,388
1153,381,1183,383,1182,398,1152,396
