1108,200,1276,184,1280,228,1111,243
950,406,1079,443,1070,480,941,443
758,279,937,293,930,392,751,378
744,33,842,-7,855,26,757,68
1074,443,1291,497,1282,539,1065,485
1006,90,1108,65,1114,94,1012,118
988,169,1076,162,1078,195,990,202
940,104,1009,93,1013,122,944,133
940,217,1015,212,1016,238,941,242
1008,52,1077,31,1084,59,1016,79
1168,299,1279,309,1277,343,1165,334
993,284,1086,296,1082,329,989,317
938,185,984,178,987,202,941,208
1022,330,1116,339,1113,373,1019,364
1075,165,1121,159,1125,187,1079,194
1019,205,1107,200,1109,235,1020,240
945,289,993,293,991,318,944,314
1096,295,1161,299,1160,329,1094,326
967,323,1027,331,1023,362,963,354
937,72,980,59,988,86,945,99
791,451,838,468,830,492,783,475
832,464,903,491,894,517,823,489
979,58,1010,52,1015,81,985,88
