506,51,822,98,814,160,498,113
1031,210,1120,203,1121,217,1032,225
4,64,71,62,71,88,5,90
1000,242,1060,238,1061,252,1001,256
1022,196,1085,190,1086,205,1024,211
1006,355,1076,357,1075,373,1005,371
1006,385,1064,388,1064,402,1005,399
1007,228,1049,224,1050,238,1008,241
1056,105,1094,101,1096,117,1057,122
1062,311,1114,311,1114,326,1063,327
1017,183,1059,179,1060,193,1018,197
1103,146,1141,142,1142,157,1105,161
1007,312,1061,311,1061,326,1007,327
1056,120,1094,115,1096,131,1057,136
1059,153,1091,149,1093,164,1061,168
991,187,1015,184,1016,197,993,199
993,214,1013,212,1014,226,994,227
1011,214,1040,211,1041,224,1012,227
