210,178,387,127,415,238,238,289
259,546,364,458,379,479,274,566
506,49,567,38,570,62,510,73
705,249,755,246,755,259,706,262
137,164,155,179,119,231,101,217
628,564,652,561,655,592,631,595
634,584,661,582,663,621,637,623
717,457,780,453,781,465,718,469
355,463,421,412,433,429,366,480
680,146,724,140,726,153,682,159
706,357,760,353,761,365,707,369
422,630,444,629,448,720,425,721
542,274,591,270,592,290,543,294
423,-5,439,6,402,67,385,56
552,350,598,347,599,366,553,368
165,125,182,137,151,188,134,176
298,347,343,326,350,341,304,363
713,418,754,416,754,429,714,431
528,182,578,177,579,198,530,203
731,139,763,137,763,150,731,152
350,300,381,287,386,301,355,314
280,310,320,293,326,308,287,326
697,3,727,2,728,14,698,16
319,294,348,282,353,296,324,308
662,9,695,3,697,17,664,23
783,454,814,452,814,465,783,467
762,234,792,232,793,244,762,246
700,315,737,312,737,325,701,328
347,282,373,272,377,286,351,295
311,319,348,301,354,317,317,334
261,343,287,334,291,349,265,358
342,324,374,312,379,326,347,339
728,237,761,234,762,247,729,249
694,239,724,236,725,250,695,253
285,333,309,321,315,335,291,347
103,25,122,41,93,82,73,66
404,41,417,52,389,91,376,81
