223,88,357,101,353,138,220,125
131,474,217,458,220,474,133,490
93,75,185,81,182,122,90,116
595,210,664,204,666,223,596,229
93,376,186,363,188,381,95,393
93,185,180,186,180,204,93,203
297,368,374,356,376,372,299,383
94,340,167,332,168,348,95,356
92,119,205,123,204,161,91,157
94,449,158,438,160,454,96,465
212,125,325,133,323,169,210,161
278,401,346,390,348,406,280,417
91,256,163,254,163,270,92,272
101,527,151,518,154,537,104,546
167,298,227,295,228,311,168,314
90,303,138,300,139,316,91,319
94,412,138,406,139,422,95,428
90,268,142,265,143,280,91,282
100,493,135,489,137,504,101,508
151,403,193,398,195,415,153,419
131,263,182,264,182,279,131,279
135,221,192,221,193,237,135,238
98,482,133,478,134,492,99,497
91,223,132,222,132,237,91,238
172,332,235,326,237,341,173,347
184,262,225,261,225,279,184,280
308,327,369,321,370,339,310,345
339,392,373,386,375,401,341,407
154,439,191,433,194,449,157,455
255,329,314,326,315,343,256,346
256,407,282,402,284,417,259,421
321,133,359,137,356,167,318,163
141,301,167,298,169,313,142,316
