1096,17,1223,-9,1231,32,1104,59
693,337,802,328,803,344,694,353
1076,124,1146,114,1149,140,1080,151
701,319,793,310,794,325,702,333
749,240,801,237,802,260,750,262
683,47,736,45,737,65,684,68
681,250,731,243,734,264,684,270
716,99,763,98,764,113,716,115
671,168,739,166,739,189,672,191
904,88,959,74,965,101,910,115
739,47,794,49,793,70,738,68
740,165,799,165,799,189,740,189
732,80,765,81,765,95,732,95
680,81,722,79,722,95,681,97
773,83,805,83,804,97,773,96
648,85,679,82,680,97,649,100
